gares,UIC,2015,2016,2017,2018,latitude,longitude
AILLY SUR SOMME,87313098,162534,154908023872,163330,157681,49.92838,2.20059
LA HUME,87582635,158726,148957672282,153705,156975,44.639879,-1.116
CASTRES,87615468,245844,21862841199,224526,156874,43.599131,2.231223
LA HAIE FOUASSIERE,87481416,89051,12343947767,152935,156587,47.161589899999996,-1.392195
BAILLARGUES,87773457,127626,14653826511,174582,156311,43.6533234,4.0071585
HERICOURT,87184507,189731,173055448223,177926,155940,47.5729701,6.7691977
MOUROUX,87116285,123599,134820537828,146644,155343,48.8139949,3.0423421000000004
COUTANCES,87447110,201559,180268730068,184691,155249,49.042928,-1.441726
TULLE,87594499,225328,200992383743,190817,153724,45.258725,1.7564669999999998
HAM,87313494,166096,154482879958,162313,153584,49.73985,3.07052
BISCHOFFSHEIM,87214296,159592,153137915448,153410,153206,48.48701,7.497719999999999
GUIGNICOURT,87171736,157933,1647893463,172022,152559,49.434862,3.9613339999999995
LAVAUR,87615476,193336,173689407285,186700,151372,43.703478999999994,1.813146
ARNEKE,87281121,147483,15526206863,157975,150582,50.831522,2.4083063
RABASTENS COUFOULEUX,87615328,169774,16475968458,180902,150524,43.819751000000004,1.7305669999999997
LE CREUSOT,87694000,141019,13826621876,152537,150409,46.807815000000005,4.4304403
MIRECOURT,87144212,191914,189732970925,171136,149208,48.299243,6.129651
CESSON SEVIGNE,87334490,161678,155119250312,147481,149097,48.112809999999996,-1.6021100000000001
LE CENDRE ORCET,87734160,181096,169886797683,175637,148699,45.723796,3.188666
URMATT,87214635,167355,165939573235,163099,148591,48.5257763,7.338538499999999
VERDUN,87175778,171292,162409430875,162477,148521,49.165406,5.379701
FLERS,87448001,152031,157061001935,158129,148515,48.744785,-0.573216
SAINT GERMAIN EN LAYE GRANDE CEINTURE,87382804,122840,13620974,143115,148170,48.9032098,2.0733132
CHINON,87571687,156720,1501343776,157353,148029,47.163047,0.251538
MONTASTRUC LA CONSEILLERE,87615369,135363,14064756579,164396,147310,43.715984999999996,1.5979
SAINT VIT,87718320,256856,255070216902,195894,147199,47.183507,5.809057
OULLINS,87722207,129690,136158214152,165780,146425,45.7166261,4.8135793
PARAY LE MONIAL,87694687,171696,152375254095,153800,146238,46.447312,4.1137440000000005
BACCARAT,87141416,181420,167642716558,161851,146052,48.452405,6.74383
GIEN,87684290,159968,146203812158,155425,145128,47.699088,2.636205
REAUMONT SAINT CASSIEN,87747279,129615,121859147928,134722,142715,45.3688217,5.5346895
FEYZIN,87722538,154133,1473687563,155105,142500,45.6658584,4.853134900000001
DUPPIGHEIM,87214536,139137,14513023583,143119,142482,48.5439674,7.5868091
FAUBOURG D'ORLEANS,87576173,153569,164514659815,151007,142480,47.3669948,1.7403794
DRUSENHEIM,87212357,142517,13981793704,141026,142429,48.765912799999995,7.9478463
BOURRON MARLOTTE GREZ,87684118,113679,129563136365,127852,142342,48.332688399999995,2.6924552000000004
VERNEUIL SUR AVRE,87393595,135512,144656581685,145787,141949,48.7424857,0.9291925
BLANQUEFORT,87581728,145494,123025297385,129560,140956,44.917556,-0.62392
SAINT ETIENNE BELLEVUE,87726190,174954,152453221195,157021,140420,45.417128000000005,4.392734
MONTREJEAU GOURDAN POLIGNAN,87611152,221161,226434122345,198316,140012,43.078109000000005,0.5735
PAS DES LANCIERS,87753285,201498,16609877833,169168,139931,43.409655,5.253822
SAINTE COLOMBE SEPTVEILLES,87116178,127795,133181794547,137666,139849,48.52959,3.25602
SAINT GERMAIN DES FOSSES,87732206,157771,158783382315,159373,139499,46.209185,3.430614
SAINT ETIENNE CARNOT,87726901,179366,157854704917,163249,139258,45.446976,4.385317
PORT BOULET,87571794,150573,14556506447,140903,139012,47.248836,0.155648
NOVEANT SUR MOSELLE,87192427,152450,148127384785,148257,137888,49.028634999999994,6.052101
DIEULOUARD,87141812,142808,134356271123,139928,137144,48.843367,6.071489
ECOMMOY,87396564,136556,135482670255,140804,136641,47.824628600000004,0.2691867
VILLENEUVE LA GUYARD,87683102,184056,162859532218,161388,136535,48.342425,3.071655
CHATEL NOMEXY,87144071,147867,140333589495,144276,135716,48.307156,6.387807
BENING,87193250,159800,149095921778,157834,135648,49.1379541,6.828298200000001
BOISSISE LE ROI,87682518,130124,13312173715,135661,135224,48.529319,2.572953
SAINT PIERRE D'ALBIGNY,87741223,150897,144862285037,154795,134939,45.557396999999995,6.156151
PIBRAC,87611830,192681,175159447413,165817,134195,43.621364,1.2892370000000002
SARRE UNION,87215459,163180,162468582642,155645,133155,48.9360172,7.0850443
TOURY,87543074,134027,128032143523,126828,132607,48.193606,1.9395650000000002
CONFLANS JARNY,87192666,169549,15119096844,146746,132436,49.166289500000005,5.8681852999999995
CAUDRY,87345561,144088,133481762215,144371,132101,50.11146,3.4098300000000004
LA FERE,87296632,168966,168247502288,159473,131152,49.65802,3.3698099999999998
MARIGNIER,87746347,99742,110740068258,133079,131087,46.0887815,6.5078260000000006
MONTHERME,87172056,167681,1556872342,149631,130891,49.865621000000004,4.740530000000001
AIME LA PLAGNE,87741769,126554,131663782364,132998,130333,45.5544,6.648646
DIEMERINGEN,87215665,130026,126159076203,137092,130296,48.9405,7.185289999999999
COUILLY SAINT GERMAIN QUINCY,87116731,103643,112995847154,122536,130212,48.8830205,2.854057
RAON L'ETAPE,87144626,147703,13771579875,140633,130102,48.404002,6.837302
SERVON,87471532,134454,122459737895,119138,130001,48.112224,-1.4667757
LE CROISIC,87481788,121382,131551785933,142330,129695,47.289836,-2.5074419999999997
ARGELES SUR MER,87784231,156551,133172604143,157754,129365,42.54397,3.022349
BUEIL,87387092,159566,163568120063,166352,129216,48.9253816,1.4435896000000001
ROSIERES,87313460,156198,14876572715,139225,129136,49.82253,2.71141
SERMAISE,87545517,116603,121339952967,126376,128442,48.53536,2.06865
ARS SUR MOSELLE,87192401,172301,152213004092,141740,128422,49.0744745,6.0776461
SILLE LE GUILLAUME,87396234,156285,152758951998,153444,128078,48.1818735,-0.12896960000000002
HIRSON,87295063,163386,143659194657,143476,127542,49.91455,4.08432
LA TOUR DE SALVAGNY,87721548,94063,114729733362,130905,127182,45.799881799999994,4.716492099999999
CORMERY,87571430,152487,14654948124,136835,126519,47.26254,0.833953
MONTROND LES BAINS,87726885,132418,119885901905,131499,125896,45.644428999999995,4.248814
MANDELIEU LA NAPOULE,87757591,167386,149886008367,175808,125775,43.523903000000004,6.941313
US,87381178,122415,129962485714,138810,125684,49.09969,1.9707599999999998
THIVIERS,87595124,144507,147269257153,151820,125027,45.418965,0.921348
HERMES BERTHECOURT,87313585,123037,121363455593,120859,124931,49.3544055,2.2416554
AUVERS SUR OISE,87276543,117329,117882981975,127133,124831,49.07062,2.1752599999999997
HENNEBONT,87476259,132554,131130359267,135785,124587,47.7990019,-3.2857467000000002
LE COUDRAY MONTCEAUX,87681635,93102,103384817198,114514,124038,48.5661679,2.4924649
AILLY SUR NOYE,87313221,143798,136869856188,137197,123942,49.75448,2.3641900000000002
RUE,87317404,140708,131095730963,139498,123834,50.27308,1.6757
BRUYERES SUR OISE,87276451,103755,109394391548,111374,122599,49.1552098,2.3259636
FLEURIEUX SUR L'ARBRESLE,87721563,86131,93970713388,115642,121917,45.8449944,4.660381500000001
MOUCHARD,87718833,173871,163984561107,152411,121629,46.976911,5.799644
CHATEAUDUN,87545756,136683,123473538055,125030,121601,48.073463000000004,1.338133
EZE,87756387,95155,998172414407,123802,121230,43.7221842,7.3568031000000005
SOUILLAC,87594333,142260,137410348838,139917,120717,44.902127,1.466605
CHATEAUBRIANT,87481648,132640,129647400044,133107,120640,47.71752120000001,-1.3715152
JOUY,87394155,147729,145516125862,138061,120614,48.5102582,1.5573972
PORNICHET,87481747,104745,114971371556,124705,120557,47.2705354,-2.3445765
WOIPPY,87192088,89236,100227862854,117181,120464,49.1487965,6.155621
CONCHES,87387159,126615,122007339485,130200,120154,48.96236029999999,0.9378895
BRASSAC LES MINES SAINTE FLORINE,87734244,143126,135624608272,139399,119212,45.414246,3.330167
SAINT LEU D'ESSERENT,87276402,127750,123248869835,127725,118327,49.2140819,2.4177845000000002
PONT L'EVEQUE,87444349,141503,138940901543,143472,117581,49.287037899999994,0.19219470000000002
MOUANS SARTOUX,87401323,126323,120438875793,41490,116753,43.620318,6.974114
BONS EN CHABLAIS,87745596,127442,13235547395,150040,116255,46.270046,6.366246
MAROMME,87411249,135483,111798989008,119958,116224,49.479935,1.0504850000000001
SAINT ETIENNE LA TERRASSE,87726158,166118,135059241655,136617,115915,45.464843,4.379601
BOLLENE LA CROISIERE,87764357,142446,129801857935,136888,115731,44.271525,4.707908
RIBECOURT,87276766,127973,121975026833,124954,114754,49.50633,2.92714
WISCHES,87214676,141105,12931513458,125466,114349,48.5076495,7.2700936
YCHOUX,87582536,96735,94468975588,106731,114265,44.329265899999996,-0.9460318000000001
DORMANS,87171512,112969,107441399002,110303,112898,49.0791611,3.6417089999999996
WAVRIN,87286419,135801,126593250437,126058,111829,50.57443,2.93672
PORNIC,87481283,40188,81644714596,103013,111603,47.1145616,-2.0975565
CASSEL,87281139,100561,109852473682,117253,111522,50.787591600000006,2.4599722
OYONNAX,87743534,129797,123391144303,116539,111436,46.259741999999996,5.653338
NOEUX,87342139,137142,122030251205,124073,111367,50.48297,2.67393
MANOSQUE GREOUX LES BAINS,87751321,131216,126035706368,137799,110502,43.8231945,5.7933240999999995
DORLISHEIM,87214338,89146,94877826346,107814,110311,48.5249915,7.4930546
OUDON,87481184,98238,10820964146,117191,109963,47.343365500000004,-1.291992
LA POSSONNIERE,87484337,93634,96400696058,106305,109779,47.3713848,-0.6917009
SAINT SEURIN SUR L'ISLE,87584615,113359,117801562232,122325,109771,45.011407500000004,-0.0026606
MORTCERF,87116244,107069,109136258373,110753,109643,48.7892191,2.9075554
CIRES LES MELLO,87313551,133725,125450980743,123365,109328,49.2717956,2.3601902999999997
ROSNY SUR SEINE,87415885,79428,895267,100967,109198,48.997287,1.63009
VENDENHEIM,87212118,118122,116758890234,101834,109019,48.665965899999996,7.717782400000001
L'ISLE SUR LE DOUBS,87184572,115527,104416405445,111399,108930,47.4473777,6.5812614
MERIGNAC ARLAC,87278259,83656,76646952006,89808,108444,44.8265601,-0.6261401999999999
LA GARDE,87755306,72684,978864692343,119992,108379,43.1187044,6.0100767
PLOUARET TREGOR,87473181,134336,1254980269,126466,108058,48.6062816,-3.4668231
LA VILLETTE SAINT PREST,87394171,132002,120130016975,116183,107936,48.482719700000004,1.5228734
MONTEUX,87765818,45716,86965590485,126879,107288,44.037461900000004,4.9947813
LONGAGES NOE,87611053,129100,12475221658,132277,106986,43.3563239,1.2519528999999998
CINQ MARS LA PILE,87571836,92784,92624002818,98350,106829,47.345226399999994,0.46048779999999995
LIVRY SUR SEINE,87682401,91846,960897322478,104859,106294,48.5104579,2.6788796
ISLES ARMENTIERES CONGIS,87116616,100521,103441683804,105654,106171,48.9980994,3.0072997999999997
PONT SUR YONNE,87683136,148366,12933784125,128293,106156,48.286287,3.201463
SAINT FARGEAU,87682542,111544,11061723284,109215,105845,48.564549,2.542493
CHEZY SUR MARNE,87116574,97565,101175052129,106354,105558,48.9919109,3.3644623999999994
GORGES,87481432,29896,77112735264,101521,103820,47.100148700000005,-1.3058778
VERTOU,87481408,90625,104147524578,120465,103231,47.1861428,-1.4780052
BAS MONISTROL,87726778,123502,114027015745,82170,102704,45.297596,4.139602
MARLIEUX CHATILLON,87723767,100901,9629194161,106378,102360,46.0638765,5.0731097
SAINT MATHURIN,87487892,98549,9584225944,100274,101784,47.4122473,-0.31822670000000003
POIX DE PICARDIE,87313395,99111,104575887884,111291,101516,49.7778561,1.9897767
PORTETS,87582718,80757,80217062634,91047,101476,44.6929765,-0.42539309999999997
QUIBERON,87476457,100798,989681,102061,101288,47.4852978,-3.1181869
MONTRY CONDE,87116400,64462,752832553447,87233,99762,48.8908268,2.8262345
SAINT GILLES CROIX DE VIE,87486571,61724,93217897122,105626,99438,46.696466,-1.941296
JONZAC,87491142,103847,97593351168,103420,99371,45.4387456,-0.44164
GIVET,87172130,127775,115504458875,112373,99144,50.14025067,4.81798595
EMBRUN,87763466,141516,127417073609,121268,99029,44.567008,6.496773
DANNEMARIE,87182253,90221,90147464902,100724,98973,47.6275771,7.124907
MAREUIL SUR OURCQ,87116665,90117,968529939695,100063,98697,49.13554179999999,3.075653
VEAUCHE SAINT GALMIER,87726208,141771,12489585691,120129,98438,45.565928,4.293438
CINTEGABELLE,87611376,123392,12357821454,130112,98091,43.30542020000001,1.5204268
DECIZE,87696484,126481,113635623128,117982,98052,46.837362,3.4672739999999997
HALUCHERE BATIGNOLLES,87590331,88181,9434837694,92615,97512,47.249142,-1.5224436000000001
SAINTE MAURE NOYANT,87575050,97641,9089616557,91678,97445,47.111236100000006,0.5769439000000001
BALBIGNY,87726869,137643,13153219412,121001,97226,45.817858,4.187443
LA FERTE MILON,87116673,123281,113618927339,103146,97098,49.1797269,3.1207222999999997
WATTEN EPERLECQUES,87281436,95658,95636953682,101732,96927,50.825404299999995,2.2079598999999996
LA PAULINE HYERES,87755314,78343,827312625097,103908,96754,43.1364769,6.0351027
JONCHERY SUR VESLE,87171314,128882,120693668543,114725,96586,49.290057,3.8194220000000003
LE COTEAU,87726828,139638,121796014217,117647,96416,46.023984000000006,4.086248
ROMORANTIN BLANC ARGENT,87576025,91970,85635991158,87617,95950,47.3554468,1.7390136999999999
OLORON SAINTE MARIE,87672725,117353,116549627948,116596,95638,43.1947669,-0.6122826
KILSTETT,87212324,96973,91727346734,94006,95551,48.6793065,7.8549031000000005
BESANCON MOUILLERE,87718015,120887,104326609867,115096,95171,47.240372,6.03391
LIMERSHEIM,87212274,86933,82384894098,88136,95107,48.4617328,7.660358099999999
VONNAS,87725820,92618,9386571131,93489,94344,46.227285200000004,4.991667700000001
KURTZENHOUSE,87213660,103240,966787507,97670,94148,48.741862,7.8130449
VITRY EN ARTOIS,87342113,97110,95222223856,95886,93824,50.3276092,2.9820832999999998
BABINIERE,87590349,96983,10729568244,114818,93097,47.259176200000006,-1.5452841999999998
AIGUILLON,87586693,92826,90187294734,96909,92690,44.298722399999996,0.3352388
ACHIET,87342048,92018,92084960314,96451,92323,50.131752500000005,2.780168
VARADES SAINT FLORENT LE VIEIL,87484386,89040,9300859016,97263,91923,47.374447100000005,-1.0197120000000002
LE GRAND LEMPS,87747220,90125,84438828296,87471,91910,45.3966261,5.4231117
GEVREY CHAMBERTIN,87713503,95685,86418594286,99128,91622,47.2274694,4.999058
L'HERBERGEMENT LES BROUZILS,87486126,73687,82761077162,89563,90305,46.9069172,-1.3712431
CARNOULES,87755371,92675,951455764844,104587,90048,43.2974104,6.186253099999999
MIONNAY,87723726,100975,10102881151,96332,90023,45.8966784,4.919752
SAINT EMILION,87584102,52982,58029605874,80917,89643,44.8811665,-0.1592003
SAINT MICHEL VALLOIRE,87742361,88775,87808390638,96268,89374,45.216916,6.4719135
DACHSTEIN,87214551,69998,69926373358,80157,88930,48.542854600000005,7.5330038
BOIGNEVILLE,87684407,53891,642332798027,76768,88889,48.342078,2.3789792999999997
MERTZWILLER,87213207,74110,80337223478,83684,88847,48.872013,7.6781895
NEUFCHATEAU,87141291,80707,80656811406,93348,87866,48.358342799999996,5.6904018
SESSENHEIM,87212365,88449,87873171126,87386,87444,48.79646279999999,7.9893194
VILLEDIEU LES POELES,87447698,69944,79093068572,86219,87124,48.8340495,-1.225559
EPLUCHES,87276147,65923,66214535768,74693,87088,49.0549329,2.1225973
LESPARRE,87581314,70651,6427314306,81733,86740,45.3035166,-0.9454014999999999
VILLAINES,87272021,74370,835961545888,89237,85903,49.0798273,2.3513736
FRETIN,87286641,87880,84236450962,95226,85673,50.5599254,3.1495132999999997
MORHANGE,87192286,92337,88379975996,94951,85641,48.9366239,6.659026600000001
GOURDON,87613141,100610,9714573915,97678,84878,44.7419445,1.389237
NIEPPE,87287151,80779,85623852866,87413,84376,50.6966975,2.8289655
SAINT AIGNAN NOYERS,87574897,83040,82671796504,85083,84308,47.2869126,1.3838369
ALBENS,87746115,86131,8667662537,99810,84275,45.785946,5.9483418
SAINT ETIENNE DE MONTLUC,87481812,97388,97082048442,86526,83765,47.2747167,-1.7857107
SAINT MARTIN DE CRAU,87753681,89200,907398073412,92036,83479,43.6223344,4.8003403
NEZEL AULNAY,87381731,78824,79955606769,81093,82478,48.9387638,1.8405297999999999
MAREIL SUR MAULDRE,87381715,71761,764669794567,81032,82238,48.8936804,1.8715159
COLLIOURE,87784256,89884,68177045486,97534,82088,42.526943700000004,3.0782319
MONT LOUIS LA CABANASSE,87784793,92439,88502451612,86734,82084,42.5020902,2.1131379
MOTTEVILLE,87411280,94628,82711902324,83730,82013,49.6365717,0.8497988000000001
VARENNES SUR ALLIER,87696351,83620,82671089,94465,81562,46.3154922,3.3941782999999996
CAUSSADE,87613356,104795,99606548316,102636,81556,44.1622668,1.5336541000000001
CHAULNES,87313478,96724,92898170968,92924,81548,49.8076201,2.8011421000000003
SAINT PAUL DE VARAX,87723783,74491,7766821419,88962,81357,46.1000331,5.128204599999999
GANNAT,87732404,92353,8797359236,92707,81266,46.0975964,3.2047514
BREBIERES SUD,87345108,79692,7973723348,81110,81038,50.336240000000004,3.0142
CHAPONOST,87722710,59240,65119697944,77448,80970,45.698488899999994,4.7643014
MALAUNAY LE HOULME,87411256,94757,9225974106,88424,80870,49.513333100000004,1.0395775999999999
SCHWINDRATZHEIM,87212159,67383,74839955308,83536,80721,48.7536468,7.600546799999999
SAINT GENIES DE MALGOIRES,87775361,66781,68582545276,75110,80170,43.9501684,4.2149415999999995
MONTRICHARD,87574855,74869,76917070324,84078,79629,47.3437658,1.1717596000000001
