gares,UIC,2015,2016,2017,2018,latitude,longitude
LA MADELEINE,87286187,11508,10580846544,10248,8509,50.6608037,3.0725804
LUZENAC GARANOU,87611558,9369,97970224,10892,8507,42.7642849,1.7531248
BAZOCHES,87171348,10352,10238844878,8864,8488,49.30518,3.6163587999999995
LE VERNET D'ARIEGE,87611350,12612,14491862396,12628,8373,43.1894138,1.6116214
OLONNE SUR MER,87486431,3266,464146,6516,8271,46.5486605,-1.76738
SAINT PIERRE LE MOUTIER,87696294,9946,1016230377,7990,8263,46.793237299999994,3.1117427
LA FALOISE,87313239,9207,910475366,8856,8237,49.696527,2.3485812999999998
CHEILLY LES MARANGES,87694398,4566,5515513458,6454,8213,46.8924768,4.6758424000000005
MENNESSIS,87296434,10404,8732507952,8656,8141,49.6915989,3.2711145
GRANDE SYNTHE,87281311,3812,509075467,7131,8124,51.0026884,2.3133547
SERMIZELLES VEZELAY,87683722,9030,8413,9638,8118,47.528906799999994,3.7928695
PRISSE LA CHARRIERE,87485359,5688,5682260136,6150,8091,46.152770000000004,-0.4936249
BANTZENHEIM,87182840,10914,10091924694,9423,8034,47.8109675,7.5038675
AULNAT AEROPORT,87562421,14703,12081214412,10477,8009,45.7920571,3.1614332000000003
LABERGEMENT SAINTE MARIE,87715219,8873,1134724,9101,7977,46.77632,6.28011
AUBIAT,87734111,4419,4849645102,6420,7945,45.983812,3.1605115
NEUVILLE,87396028,7769,6604913874,8107,7929,48.0705577,0.19972939999999997
BOURG BRUCHE,87214775,8569,81467365,8579,7918,48.3598566,7.137191900000001
VERN,87471029,9368,9349915268,6678,7889,48.0469707,-1.5966524
VIGEOIS,87594218,8686,961429352,8161,7841,45.3829467,1.5149455
APPILLY,87296459,5493,6728246738,6961,7832,49.5808826,3.1221902999999998
ROUILLE,87485532,7773,86530233,8552,7829,46.4190206,0.042169
FORMERIE,87313833,6138,6118829752,7501,7809,49.6542178,1.7229081000000002
VAUXAILLON,87297283,6385,7258176116,7307,7794,49.4741418,3.4096165999999997
FOUG,87141036,10217,1002400834,9859,7761,48.679256099999996,5.7912761
WOINCOURT,87317511,14320,1362372212,11946,7732,50.05867,1.537044
LA RICAMARIE,87726703,11867,9443947894,9797,7720,45.4041516,4.360686
HOMBOURG HAUT,87193276,4927,5873714286,9175,7687,49.1261085,6.7742702999999995
SCEAUX BOESSE,87396317,5511,808981027,9495,7644,48.122100399999994,0.5724063
NIVERSAC,87595512,8202,7985159992,8215,7633,45.1383083,0.8082195
VOLVIC,87641423,8183,9518186632,9864,7619,45.864715000000004,3.0031455
AUBIET,87611764,8221,7969802304,9714,7586,43.6502068,0.7891179
ORIGNY EN THIERACHE,87296145,14695,14697574872,11276,7553,49.8906693,4.0241558
ASSIER,87613075,10321,10561,9895,7528,44.6746197,1.8697681000000002
BARONCOURT,87192658,12179,8703057144,9225,7517,49.284533200000006,5.6997387
MILLY SUR THERAIN,87313700,8988,7829958052,7719,7516,49.503525599999996,1.9882330000000001
SAINT MARTIN DU TOUCH,87353599,8637,7654325162,8436,7464,43.5997881,1.3718548000000002
BEAUCAIRE,87775023,9525,8729505804,9383,7446,43.80209,4.6470864999999995
HAYANGE,87191239,28498,17611966294,9871,7423,49.330529999999996,6.07245
VAAS,87396598,8153,10269244612,9387,7417,47.67077020000001,0.31650959999999995
CORDES VINDRAC,87613802,9877,8567394192,9472,7395,44.067189,1.9002290000000002
LEROUVILLE,87175240,5307,481574,6023,7383,48.7972181,5.5387053
PLESTAN,87473090,6030,7570977264,8831,7344,48.4256462,-2.4424607000000003
FOS SUR MER,87753442,11643,997808219392,10945,7327,43.428028999999995,4.974579
BLANZY,87694612,7439,5586752708,6130,7317,46.694064000000004,4.3913585
CRAVANT BAZARNES,87683649,12819,76299,8550,7305,47.6785079,3.6811741000000002
WITTRING,87193656,15023,13676397726,9824,7293,49.0559404,7.1410655
SENOZAN,87725671,3983,4994978906,5546,7283,46.3921451,4.871062599999999
COUCY LES EPPES,87171769,7102,7064642718,7048,7267,49.556282,3.7748209000000004
MERVANS,87713701,7124,6259879996,7111,7265,46.7988928,5.1794099000000005
NEUVY PAILLOUX,87597070,7550,6793131522,6579,7259,46.883564,1.8642473000000002
POUILLY SUR LOIRE,87696179,10062,6802027486,7458,7249,47.2821696,2.9660634
BELVES,87595876,10094,9965680048,9336,7242,44.777397799999996,1.0118831
PONT DE L'ARCHE,87415661,10860,884091999,7658,7213,49.3170928,1.1596559
CHISSAY EN TOURAINE,87574848,7393,8050349676,7711,7176,47.334900399999995,1.1333043999999999
DOMMARTIN REMIENCOURT,87316109,8177,8823143698,8963,7171,49.7996523,2.3926625
SAINT GEOURS,87673269,7126,9055843536,9751,7146,43.6713719,-1.2412598999999997
ARROU,87394486,6001,6770304342,7322,7113,48.0997945,1.1285566999999999
AUMONT AUBRAC,87783266,7840,71783,7754,7100,44.7181699,3.2835489
LAVOUTE SUR LOIRE,87734707,9780,9611239948,6330,7061,45.1214503,3.9054101
NEUILLY LES DIJON,87712182,29090,2932024,29492,7052,47.2815829,5.1111983
BOISSEAUX,87543082,5618,582377552,6416,7042,48.25662379999999,1.9727681000000001
FOUCART ALVIMARE,87413377,11906,9040154278,7967,7041,49.608289,0.5969601
HOFFEN,87213447,6123,5683932348,6809,7030,48.9312475,7.933586999999999
OGEU LES BAINS,87672709,7582,721492856,8225,7030,43.153939,-0.5076467
BERTRY,87345553,6637,5869792736,5685,7001,50.0911265,3.4489955
VOYENNE,87297150,6586,514466742,3713,6987,49.726070799999995,3.7202555
WALYGATOR PARC,87191098,6588,32609,5583,6985,49.224920000000004,6.15946
ANCHAMPS,87172858,6400,512382335,6235,6979,49.9307448,4.6702434
MARSSAC SUR TARN,87615419,8842,8646232258,9707,6951,43.915180299999996,2.026913
LE VERDON,87581389,7548,5150199998,7200,6925,45.5492065,-1.0650925
BROYE,87694166,5896,6225556048,7856,6919,46.8619444,4.2960996
VALERGUES LANSARGUES,87773432,10254,1156783867,10230,6890,43.672678000000005,4.0601085
MONT DORE,87641472,11683,7479604634,6797,6882,45.5793192,2.8047389
AVESNELLES,87295725,6201,4698867244,5569,6868,50.1185513,3.9485876
BUZY EN BEARN,87672634,7842,8354719988,7884,6855,43.1482723,-0.4558864
BOUCAU,87673095,7913,5767052028,6094,6848,43.5234217,-1.4905872
VIDAUBAN,87755421,9173,793123180472,6246,6847,43.430941600000004,6.4338501
VEZELISE,87141606,20218,16887029106,10559,6844,48.4805518,6.1006508
LES PRAZ DE CHAMONIX,87746826,5497,500254443,6363,6842,45.9394594,6.8887529999999995
VIAS,87781260,5816,5810399984,5704,6804,43.315653000000005,3.4253562000000004
AVRECHY,87313296,7219,698030567,6887,6801,49.4446439,2.4179607999999995
SAINT GERMAIN DU PUY,87576405,9138,8079380366,7902,6800,47.096523299999994,2.4846102
HESDIN,87317222,62376,54288911072,36154,6792,50.378285999999996,2.0351881
CUBZAC LES PONTS,87491266,5030,5138094266,6708,6782,44.9729407,-0.4590937
ROCHE LEZ BEAUPRE,87718403,6423,66083,7336,6756,47.2762881,6.1109651
LA BONNEVILLE SUR ITON,87387142,8913,10024732206,10923,6705,48.9884615,1.0350139999999999
HOUDEMONT,87141473,5255,405964,5519,6689,48.645478000000004,6.1797255
SAINT OMER EN CHAUSSEE,87313718,5496,6873406756,8695,6679,49.5306261,1.9970828999999999
AUBAZINES SAINT HILAIRE,87594465,8467,789563544,8054,6662,45.1816781,1.6412346000000002
REMY,87313403,7048,7786823354,8298,6632,49.433145200000006,2.7059433999999998
LA FOUILLOUSE,87726232,7065,5073408572,7385,6627,45.4977675,4.317083900000001
CIVRIEUX D'AZERGUES,87721746,5073,5739700148,8588,6617,45.8591831,4.7182413
LES CABANNES,87611574,6548,6100994838,7084,6572,42.7862854,1.6862985000000001
LE DRAMONT,87757542,6413,653228176101,4854,6563,43.4178193,6.8442467
BELLENAVES,87641068,6510,8580911194,6744,6547,46.199256,3.0665239
FREVIN CAPELLE,87342212,7262,7961516984,7935,6540,50.347317700000005,2.6338262
PAMPROUX,87485524,7432,6859459002,5132,6539,46.399629499999996,-0.051931
RECQUIGNIES,87295022,8064,7502357922,7499,6514,50.2840466,4.0445029
VANDIERES,87192476,7460,6315167894,6031,6514,48.9521683,6.0392275
CROIX WASQUEHAL,87286716,10385,6973852902,6880,6510,50.678557399999995,3.1380315
NAJAC,87613463,7567,7247,8610,6466,44.221802000000004,1.9761625
CREPIEUX LA PAPE,87723502,7511,6194067894,7130,6463,45.8038348,4.8922918
LES RAMASSIERS,87353581,12025,9779681054,6006,6410,43.6024594,1.3528031999999999
TORFOU,87486894,7652,10326107314,9837,6395,47.0331153,-1.1173796999999999
LUC EN DIOIS,87761874,5830,62514,7456,6384,44.6136615,5.4546227
VIONS CHANAZ,87741108,8829,8798361104,6661,6363,45.8243131,5.807231099999999
CHANTENAY SAINT IMBERT,87696302,7487,7642982826,7940,6355,46.7283203,3.1720842
LIGUGE,87575274,5478,496888,5552,6316,46.5203091,0.33317329999999995
GALLARGUES,87775130,5207,5696978614,6156,6312,43.716229,4.1715027000000005
CAUDROT,87582841,8742,5406179988,5031,6238,44.5801152,-0.14527839999999997
BARAQUEVILLE CARCENAC PEYRALES,87615757,5699,6053946452,6141,6223,44.2704368,2.4275453
SIORAC EN PERIGORD,87595769,6911,6222219964,6936,6216,44.8197409,0.9844565999999999
BORDS,87491019,9671,7378796142,7084,6178,45.8944625,-0.7985436
AGUILCOURT VARISCOURT,87171702,9821,8979201082,7368,6155,49.408017,3.9731370000000004
BOLBEC NOINTOT,87413351,9072,7726619988,7403,6070,49.5914657,0.48482
LIMERAY,87574335,7109,7486475212,7245,6059,47.4502088,1.0499661
MULLERHOF,87214643,8688,727170426,7022,6052,48.52451,7.311957700000001
COURCAY TAUXIGNY,87571448,15474,13772040704,8599,6041,47.2377076,0.867867
LEXOS,87613489,5148,592358,7007,6027,44.142395799999996,1.8851014
GESTEL,87476309,7922,8476199994,6297,5997,47.8029905,-3.4431341
BUGEAT,87592162,7142,5815999994,5810,5992,45.6005968,1.9248147
AMBRONAY PRIAY,87743146,7463,7700731724,6623,5983,46.011594099999996,5.3382579
TEILLE,87396051,4905,5753477576,5969,5928,48.181234100000005,0.19133970000000003
LA POMME,87751719,4165,564449111779,7603,5903,43.290516499999995,5.4413152
WALHEIM,87181065,6043,6135131764,6420,5902,47.6416406,7.263320200000001
PRUNIERS,87576199,6279,7031537074,6212,5893,47.313174,1.6722044999999999
SEVERAC,87476754,964,96714,2841,5873,47.54986470000001,-2.072707
IWUY,87345397,7871,6520786716,6973,5870,50.2255015,3.3298634
PONTRIEUX,87473843,5943,3412176468,5388,5835,48.7056437,-3.1574281
MARIGNY,87485334,9236,7893665928,7726,5830,46.199083200000004,-0.428404
MONTREUIL BELLAY,87487637,7024,636622,5441,5807,47.125418100000005,-0.14828339999999998
PONT DE CLAIX,87747519,12466,818454,8034,5805,45.1251549,5.6998669
VALLEROY MOINEVILLE,87192732,11184,7290639362,6264,5797,49.20569570000001,5.9360165
LABRUGUIERE,87615526,8753,7179115206,7676,5795,43.5425692,2.2594727999999997
VILLERS SUR MER,87444398,6884,6601439998,6951,5775,49.3159865,0.0099283
ONVILLE,87192435,11298,8982094494,8123,5740,49.01367,5.97909
AIXE SUR VIENNE,87592667,8442,8301286452,8524,5734,45.796500200000004,1.1456892
ROCAMADOUR PADIRAC,87613042,6896,7031645162,7512,5726,44.818356200000004,1.6573487
WALBACH,87182360,6899,527186757,6960,5720,48.0580062,7.2334758
MARMAGNE,87576132,6778,7274467072,6942,5714,47.1001505,2.2819971000000003
ECOLE VALENTIN,87710731,7012,623618,6386,5684,47.274983399999996,5.9944745
VIVIERS DU LAC,87741140,9348,9083463682,7661,5679,45.648502,5.9033389000000005
DREFFEAC,87476770,2799,3111366664,3504,5658,47.4817568,-2.0503661
REMELFING,87193623,9714,9448415266,8016,5651,49.091627,7.0915336
CHEPY VALINES,87317495,7049,7417194252,6434,5618,50.0682219,1.6358275
MONTE CARLO COUNTRY CLUB,87338590,11956,117091,13295,5592,43.7543539,7.4482077
ARENGOSSE,87671479,4315,48593396,5917,5591,44.0069764,-0.8093835
THENISSEY,87713099,7543,6434805806,5167,5561,47.4947945,4.6221929
AUBIN,87613224,6528,5577821236,5790,5550,44.5272762,2.2393127999999995
SAINT BONNET DE ROCHEFORT,87641076,5012,5422935206,5468,5543,46.148379600000005,3.1393877
SAINT LEGER SUR DHEUNE,87694364,7003,5359923042,5232,5537,46.8484526,4.628603900000001
SAINT PIERRE D'AURILLAC,87582833,7513,5602248182,7121,5491,44.575245200000005,-0.1876216
JACQUES MONOD LA DEMI LIEUE,87413716,10051,825392,8120,5428,49.526959600000005,0.18614679999999997
POLLIAT,87725846,6422,5775331194,6519,5416,46.244640000000004,5.1238268
BAS EVETTE,87184200,6166,599224,6267,5387,47.681008899999995,6.806849400000001
LALBENQUE FONTANES,87613323,7450,733312,7844,5380,44.3332389,1.5116628
NERPUY,87575167,4050,38501233,3317,5377,46.7834177,0.5256884000000001
AIGUES MORTES,87775858,3917,354621122,4822,5311,43.5709008,4.1912101999999996
HERCHIES,87313692,5587,6313269414,7492,5298,49.4879546,2.0109273
NEAU,87478545,3924,3814602826,5048,5280,48.1574807,-0.47667250000000005
SAINT JACQUES DE LA LANDE,87471052,12966,918228812,7918,5255,48.0670983,-1.7142366999999998
VERMENTON,87683664,4579,41517,4919,5255,47.6605943,3.7320212
BELLIGNAT,87743526,7198,7693719992,7183,5208,46.2381265,5.6298849
SEPT SAULX,87171645,6499,6022967944,5836,5180,49.151133200000004,4.2569742
VIF,87747576,9544,6820009898,6809,5172,45.0476532,5.685454200000001
POUGNY CHANCY,87745380,2128,350298,3988,5158,46.1446674,5.9613614
LONGECOURT,87712620,6444,6576068572,7745,5133,47.1937936,5.1346952
EINVAUX,87141200,8766,6779299998,5343,5113,48.5034859,6.3932959
SAINT NABORD,87146217,2351,39782,5094,5103,48.0461722,6.581894500000001
SAINT CHRISTOPHE,87613257,7273,62981,6159,5040,44.464619,2.4077585
SANTENAY LES BAINS,87713594,8292,645799936,5985,5026,46.91067520000001,4.7017523
INGRANDES SUR VIENNE,87575134,3017,4683324598,4789,5013,46.8746283,0.5691164000000001
SAUBUSSE,87673251,3875,32521,6188,4991,43.6603331,-1.1901703000000001
SAINT ANTOINE DE BREUILH,87584201,13132,9590899942,7437,4979,44.846687700000004,0.15195999999999998
VEUVES MONTEAUX,87574327,8345,8330876036,7828,4976,47.4756722,1.1238749
SAINT PIERRE QUIBERON,87476440,3208,35846,4279,4967,47.5210574,-3.138905
VELARS,87712331,4737,450694,4195,4918,47.326519700000006,4.9274603
EBERSVILLER,87191379,7297,5552205836,5546,4915,49.2747715,6.411162200000001
LES ABRETS FITILIEU,87741496,5059,42596666,4302,4893,45.542109100000005,5.5754876
LAFARGE,87592733,7759,6098750118,5445,4876,45.6338338,1.130859
ETIGNY VERON,87683201,7684,693600258,6285,4868,48.1386835,3.2904186
CORBIGNY,87696617,4394,4664,5091,4865,47.254807,3.6773226
SAINT JOSEPH LE CASTELLAS,87759316,9584,102211235606,10794,4822,43.3518976,5.3770681
COUSANCE,87718270,6757,574366,5637,4819,46.5353569,5.386821599999999
VRIGNE MEUSE,87172221,7036,7801762644,5990,4818,49.7010822,4.8438063
DIRINON,87474015,2467,19502,1248,4811,48.3926343,-4.2855034000000005
AUDUN LE ROMAN,87194357,10122,7155960386,6641,4803,49.366820000000004,5.89139
LE TEIL,87764472,9167,453600526,1967,4794,44.552528499999994,4.685992
EGUZON,87597153,5382,5731143864,6297,4776,46.439769399999996,1.5521707
LIMOUX,87615161,6786,7119963864,6259,4776,43.0563831,2.2228288
LES BOSSONS,87746768,6857,6247052244,5833,4767,45.9067455,6.8391969
LE HAUT BANC,87316687,6543,6223730026,6494,4759,50.8163364,1.7722209
MASSERET,87594820,6345,4781005786,5467,4757,45.536175,1.5415396000000001
LUC PRIMAUBE,87615773,5019,4560864238,5014,4749,44.2913982,2.5544751
MONTREUIL SUR THERAIN,87316406,5185,4999254448,5019,4745,49.38152,2.2002528999999997
MONTMEDY,87194209,9503,82074,7056,4739,49.5228775,5.3716718
METZERVISSE,87191338,6867,6276147532,5608,4727,49.317957899999996,6.2838554
LA CHAIZE LE VICOMTE,87486308,4219,3177955704,3762,4720,46.676778999999996,-1.2820678
FONTAN SAORGE,87756858,4650,524793909084,7217,4716,43.996637799999995,7.5516262
BONNEMAIN,87478065,6891,8156138472,7397,4713,48.4764049,-1.7654125
SERIFONTAINE,87381269,7675,6792378994,6693,4700,49.357287799999995,1.7639817999999998
CHAMONIX AIGUILLE DU MIDI,87462085,3748,3105,3869,4670,45.91993,6.8667152
NOVILLARS,87718411,7068,5781967894,6307,4642,47.28396179999999,6.1327011
SAINT AMAND DE VENDOME,87574640,3228,3809597106,5487,4642,47.693141,1.0119896000000002
MAGNY BLANDAINVILLE,87394429,1987,2565950866,2665,4639,48.3342906,1.2811066
CROIX DU PRINCE,87672600,3665,4777899996,3975,4622,43.2857104,-0.3791261
CHOUZY,87574301,13082,10939965174,8329,4616,47.5203249,1.247846
SAINT DALMAS DE TENDE,87756866,7171,76540775375,7356,4602,44.055820000000004,7.5834505000000005
COURTALAIN SAINT PELLERIN,87394494,5739,517026,4140,4586,48.07359879999999,1.1270043
LAQUEUILLE,87641274,7770,69374,5552,4582,45.646820500000004,2.7046523999999996
COLMAR MESANGES,87402297,2769,2119825806,3442,4571,48.0860048,7.3336703
BERSAC,87592352,4818,5404219332,5126,4566,46.0837459,1.4321681999999998
BOURG MADAME,87784876,7061,5349,4874,4557,42.4324069,1.9486703999999997
VRAINCOURT,87143024,7554,8549069382,6653,4557,48.236698100000005,5.1239383
LUS LA CROIX HAUTE,87747667,5950,5329,5880,4526,44.6709898,5.6973678
LES PELERINS,87746776,3717,69212092,7626,4505,45.912567100000004,6.847285799999999
LUNEL VIEL,87773424,9316,7438847892,6012,4499,43.6811729,4.0937398
BYANS,87718122,11908,11428520186,8714,4466,47.1185334,5.8520589
CHOCQUES,87342220,6723,6643588424,5183,4462,50.53820379999999,2.564749
CAMBO LES BAINS,87673657,21789,7240757142,5754,4459,43.365624200000006,-1.3966849
PONT D'ARDRES,87281410,2989,3133183946,4420,4449,50.8920781,1.9712144
CRAMOISY,87313544,2273,393547269,3834,4447,49.256625,2.40489
AILLEVILLERS,87185629,6932,594269102,5594,4429,47.9138876,6.3372988
TRONSANGES,87696203,4861,5006944352,5034,4389,47.113029,3.0541532000000005
ROCHY CONDE,87313601,2779,319686517,4082,4373,49.3986042,2.1727343999999995
LES BARDYS,87592048,5023,4974588372,5833,4371,45.9046873,1.377389
VARENNES SUR FOUZON,87576231,2181,2660168388,3523,4331,47.214409499999995,1.6145221
VERNEUIL SUR SERRE,87297119,5774,3070753334,4334,4330,49.6486805,3.6677085
BRION LAIZY,87694596,5350,4523095856,4415,4329,46.9085776,4.2069898
OBJAT,87594630,7532,5695328568,6852,4329,45.264733500000006,1.4068293
LOREUX,87576157,4652,4508666226,4640,4323,47.3902731,1.8345356
NOMAIN,87286609,4678,4732456852,5098,4315,50.5023744,3.2063499
PLOUGONVER,87473538,5149,5069529386,3960,4315,48.4584133,-3.3704584000000004
CHAMBORIGAUD,87775221,5384,5442138698,5158,4313,44.3002429,3.9793332
LA BOUTEILLE,87297085,5906,5950434956,5251,4266,49.8596168,3.9817635
LAGUEPIE,87613471,4188,38452,4525,4258,44.1455256,1.9692195
SAINT LOTHAIN,87718197,4154,5279635124,4490,4255,46.8231806,5.6439849
CORREZE,87594119,3665,477199032,4737,4209,45.329480100000005,1.8810793000000001
LIESLE,87718130,8435,7003770528,5420,4209,47.0587683,5.8208120999999995
URCAY,87576348,5743,4913293444,5286,4200,46.629512299999995,2.5865708
PLOUHARNEL CARNAC,87476416,2590,37141,3127,4199,47.6042943,-3.1184482000000004
MONTROC LE PLANET,87746867,3052,32385033,3327,4196,45.996415,6.9345425
AUBUSSON,87597823,7745,7732351614,6342,4171,45.9596691,2.1617231
TACONNAZ,87746750,2772,2966459672,3699,4170,45.8992065,6.8258755
FEPIN,87172874,7440,7131202302,5477,4150,50.023464399999995,4.7266156
NOTRE DAME DE BRIANCON,87741694,5632,5457614286,5160,4143,45.5393185,6.4687785
SAINT MARTIN DU VIVIER,87411413,5394,5505534276,5583,4133,49.470415100000004,1.1615438
LAPEYROUSE,87641043,4359,3790859548,3908,4130,46.2267825,2.893393
CEYZERIAT,87743302,4297,4885,4694,4123,46.1834877,5.3258417
VILLEREVERSURE,87743328,5430,4098299922,5214,4119,46.1944145,5.3977089000000005
MAGNETTE,87641365,2356,4824055546,4979,4108,46.46414179999999,2.6028771
SAINT GEORGES D'AURAC,87734301,7872,66373,6540,4070,45.1605341,3.4947035000000004
DONJEUX,87142273,5536,5965435366,6276,4064,48.365854399999996,5.1482245
SCHERWILLER,87214205,6655,729208284,5330,4055,48.2869344,7.4301867
ANDELOT,87715102,9918,92883433,6806,4050,46.8594671,5.923584
HARFLEUR,87413302,6840,548198,4578,4029,49.5136336,0.1989828
PREIGNAC,87582767,7319,5280199992,5037,4025,44.5783064,-0.3022296
DOCELLES CHENIMENIL,87144030,5535,5733354278,5496,4021,48.1436134,6.610479300000001
BIDOS,87691949,0,38295,5771,4020,43.17892,-0.6069
CORPS NUDS,87471326,62696,38817277954,6702,4004,47.9851669,-1.5754723999999998
SAINT SEBASTIEN,87592493,5263,4985980646,4868,4003,46.385993799999994,1.5466809
MAGALAS,87781666,2018,2268722578,3561,3982,43.467599799999995,3.2295415000000003
SARRALBE,87193714,4459,362718681,4341,3973,49.000916100000005,7.036771300000001
HEILLY,87316059,4917,4628499076,4278,3945,49.943519099999996,2.5396593
KEDANGE,87191346,6435,4842199768,3961,3893,49.3056643,6.3324034000000005
MARTIGNE FERCHAUD,87471367,18431,13698413764,6338,3874,47.8321302,-1.3137943
HARFLEUR HALTE,87413708,4463,4973294286,4858,3871,49.5059181,0.19208499999999998
CHABANAIS,87592873,6885,6541152904,7182,3850,45.8726435,0.7168939999999999
GALUZOT,87694638,2607,2092671062,2353,3822,46.642106899999995,4.3300578000000005
LE TRAYAS,87757575,6564,547187003344,4583,3821,43.474663899999996,6.924344400000001
PRIN DEYRANCON,87485268,7254,6421948182,5675,3786,46.2190177,-0.6365006999999999
WACQUEMOULIN,87316208,7124,6538354228,5399,3783,49.503257500000004,2.6116581
LA ROCHEFOUCAULD,87583427,20238,16401619712,11004,3766,45.7401921,0.3895946
LEPANGES,87144048,5395,4202819758,4271,3741,48.1727165,6.6722884
CROIX SAINTE,87753491,3970,438843765638,5115,3693,43.40883170000001,5.0196445
ANTHEOR CAP ROUX,87757567,4098,386797932384,3503,3680,43.4349641,6.8921035999999996
CAPVERN,87671156,8146,7984078908,6742,3673,43.103345399999995,0.3296393
CORNIL,87594481,3539,3443507734,4309,3654,45.2151758,1.6978482
BANASSAC LA CANOURGUE,87783324,4541,409400001,4045,3646,44.447763200000004,3.1958518
LA FONTAINE,87286427,4910,5429305162,4687,3634,50.566145899999995,2.9261079
SAINTE GAUBURGE,87444604,3578,4134120186,3826,3617,48.717263200000005,0.42810820000000005
MONT DE TERRE,87287128,2826,3484006174,3407,3589,50.6176672,3.0966031000000003
LE TOEC,87353573,3717,343573195,3025,3553,43.5956037,1.4014496
BRANDERION,87476242,2008,16012,2015,3550,47.7823179,-3.1940402000000003
LAROQUEBROU,87645135,5164,432274,3815,3546,44.964165799999996,2.1929167
PAGNY SUR MEUSE,87175828,3962,29314,2801,3520,48.6965426,5.7336468
BERTRICHAMPS,87141424,5641,4560694286,3521,3502,48.4283359,6.791234299999999
RUELLE,87583203,6692,5148763712,5251,3501,45.6764185,0.2213325
SAINT MARTIN DU MONT,87743112,3697,4439053156,3849,3486,46.095871,5.3030029999999995
FRETEVAL MOREE,87574533,3792,4175743872,3635,3447,47.8919172,1.211813
MARSAC,87597625,4083,4472661478,5327,3445,46.0941348,1.585556
HEILLES MOUCHY,87316398,3568,4285870588,4160,3433,49.340531,2.2725857999999994
MAILLY LA VILLE,87683847,2584,23595,2971,3429,47.6041692,3.6751472
CARNOET LOCARN,87473561,2918,3558481516,3273,3410,48.340524200000004,-3.4908822
LE VALDAHON CAMP MILITAIRE,87718601,3740,31478,4331,3377,47.151045200000006,6.3148621
CORCIEUX VANEMONT,87144196,5660,3239516386,2809,3373,48.1982842,6.877291499999999
PONT MELVEZ,87473520,3649,3634376468,2755,3372,48.470222799999995,-3.3114443999999996
THESEE,87328195,4145,5421366746,4384,3370,47.322271,1.3120568000000001
BAGNAC,87613604,4367,40389,4727,3358,44.6652105,2.1602502999999995
CHATEAU GAILLARD,87543066,3856,4606904794,4982,3358,48.141690399999995,1.9128148
PONTRIEUX HALTE,87473835,4910,4709941164,4116,3350,48.6980361,-3.1644959
CEINTREY,87141572,4802,3394737794,3022,3344,48.523865,6.1572868
CHATEL CENSOIR,87696856,3652,312416129,3511,3339,47.5377695,3.6350455000000004
MOTHERN,87212456,4910,38948042,3462,3323,48.934732700000005,8.1615803
GUIMILIAU,87474296,5911,422752891,3890,3293,48.4852675,-3.9996163
BRUNEMONT,87345439,4370,3496535724,3335,3269,50.278319700000004,3.1453509
HUNSPACH,87213454,6380,5130850018,2165,3248,48.96163789999999,7.9537409
TREMOLAT,87584474,4761,4644499986,4480,3224,44.8625105,0.8303278000000001
PONT DE BRIQUES,87317115,4158,370413108,3307,3210,50.6828164,1.6268038
MILHAUD,87775098,2195,3213519352,3753,3206,43.7884886,4.3033268
PICON BUSSERINE,87759290,10906,103099681892,8841,3197,43.3309989,5.3927456
LOUVROIL,87295535,4706,4065698064,3810,3192,50.2683469,3.9535767999999996
TESSONNIERES,87615245,4302,3946240218,4217,3185,43.9284209,1.9369531000000002
BUSSAC,87491191,2949,242138,3470,3155,45.211928,-0.3682457
LAMOTHE MONTRAVEL,87584151,6628,6315096158,5069,3147,44.8537384,0.0215683
CRANSAC,87613232,3690,3520546452,3594,3123,44.522951,2.2718666
DOMPIERRE,87295774,3146,289168159,3163,3117,50.146144,3.871144
ROUMAZIERES LOUBERT,87583468,8146,762344725,6588,3106,45.889348299999995,0.5789743
LE PENITY,87473553,2809,2742503266,3028,3098,48.364627500000005,-3.4763815
SAINT MICHEL SUR MEURTHE,87144683,2591,2897975402,3562,3095,48.3269843,6.888277700000001
SAINT PERAY,87761494,1681,16095,1864,3080,44.94771,4.85035
LANDEBIA,87473264,5031,3656884306,3324,3078,48.5074212,-2.3313716
HAM EN ARTOIS,87342261,4195,3738787298,3193,3036,50.5900401,2.4657763999999998
POMPADOUR,87594663,10996,889259031,7890,3018,45.3952807,1.3871677
LES MOUSSOUX,87746818,2264,237194364,2507,3009,45.9166347,6.8589899
MESVES BULCY,87696187,5750,45832231,3581,3006,47.2420755,3.0065174999999997
HELLEMMES,87286062,4392,3459387096,2678,3003,50.6226402,3.1149327999999996
ROYAT CHAMALIERES,87734038,4031,327926812,3512,3000,45.7676495,3.0615022
MORBIER,87715433,2632,3392877782,3589,2979,46.5392164,6.0176446
SAVONNIERES,87571844,3017,3173812316,3422,2974,47.3605797,0.5441816999999999
BEAURAINVILLE,87317198,26699,2341063786,13336,2962,50.422891,1.895345
LEVAL,87295790,1661,1752310432,2184,2959,50.1845311,3.8366811000000003
OURSCAMPS,87276774,3527,4321890896,3494,2950,49.5341405,2.9540017000000005
RASSUEN,87753426,3614,329963686581,4220,2946,43.4966716,4.9731266
CAFFIERS,87317321,6298,5727350558,3274,2945,50.8500679,1.8120345000000002
MUNCHHAUSEN,87212449,3784,3908751898,2877,2943,48.9237982,8.1409912
BRELIDY PLOUEC,87473827,2903,2270728576,1748,2925,48.669204,-3.196269
