gares,total_2018,latitude,longitude
THIERS,41587,45.8610502,3.5431797999999994
THIVIERS,100021,45.418965,0.921348
THONON LES BAINS,411424,46.369004,6.481669
THOUARS,35762,46.985244200000004,-0.20979410000000004
THOUROTTE,43935,49.476072200000004,2.8830021
TIERCE,144381,47.617532000000004,-0.469347
TONNAY CHARENTE,11928,45.9433989,-0.8978980999999999
TONNEINS,153595,44.392796000000004,0.314093
TONNERRE,127065,47.85938,3.97355
TOUET DE L'ESCARENE,2585,43.847083500000004,7.364363000000001
TOULON,3534118,43.128370000000004,5.929293
TOULOUSE MATABIAU,8712234,43.611206,1.453616
TOURCOING,731606,50.71683,3.16804
TOURNAY,14349,43.1836066,0.2389703
TOURNUS,238990,46.56668,4.906647
TOURS,4690784,47.389781,0.693703
TOURY,106085,48.193606,1.9395650000000002
TRACY SANCERRE,10480,47.3376398,2.8804164
TRAOU NEZ,111,48.74856629999999,-3.1348766
TRONSANGES,4389,47.113029,3.0541532000000005
TULLE,122979,45.258725,1.7564669999999998
TULLINS FURES,319591,45.300996000000005,5.4921940000000005
URT,2703,43.4993785,-1.3005563999999998
USSEL,50999,45.557438299999994,2.3143439
USTARITZ,2244,43.4048083,-1.4489653999999998
UZERCHE,66798,45.440708799999996,1.5702735
VAL DE REUIL,478731,49.275437,1.2241469999999999
VALENCAY,17864,47.163171999999996,1.5584441999999998
VALENCE D'AGEN,53380,44.11173170000001,0.8915743
VALENCIENNES,3080883,50.363259,3.517115
VALLEIRY,33024,46.1092875,5.96735
VALOGNES,217468,49.505454,-1.47986
VANNES,1412592,47.665169,-2.75245
VARADES SAINT FLORENT LE VIEIL,91923,47.374447100000005,-1.0197120000000002
VARENNES SUR ALLIER,81562,46.3154922,3.3941782999999996
VARENNES SUR FOUZON,4331,47.214409499999995,1.6145221
VARILHES,33531,43.041559299999996,1.6284818
VAUDAGNE,53,45.90885170000001,6.772667299999999
VAUVERT,2447,43.6950375,4.270165
VAUZELLES,1986,47.0013565,3.1342093999999996
VAYRES,32246,44.89717,-0.31686
VELINES,46346,44.8520145,0.10365839999999998
VENDOME,64882,47.802149799999995,1.0678728000000002
VENISSIEUX,159707,45.705551,4.888109
VERGEZE CODOGNAN,218204,43.739877,4.2188419999999995
VERNAISON,69916,45.64564779999999,4.8132908
VERNEUIL SUR AVRE,113559,48.7424857,0.9291925
VERTAIZON,129123,45.784543,3.288269
VERTOU,103231,47.1861428,-1.4780052
VESOUL,245423,47.6177734,6.1519260000000004
VEYNES DEVOLUY,78109,44.5320046,5.815764
VIC LE COMTE,196881,45.664911,3.2070790000000002
VIC SUR CERE,10451,44.975877000000004,2.6316644
VICHY,1193916,46.126979,3.430448
VIELMUR SUR AGOUT,18237,43.623928,2.0895781
VIENNE,1559620,45.521207000000004,4.874211
VIERZY,160,49.2910309,3.2773025999999996
VIF,5172,45.0476532,5.685454200000001
VILLARS LES DOMBES,461345,46.004205999999996,5.028404
VILLEDIEU LES POELES,87124,48.8340495,-1.225559
VILLEFORT,9878,44.4395099,3.9240146
VILLEFRANCHE DE LAURAGAIS,176308,43.398537,1.714725
VILLEFRANCHE DE ROUERGUE,60264,44.347498,2.0364593999999996
VILLEFRANCHE SUR MER,411448,43.707060999999996,7.314128999999999
VILLEFRANCHE SUR SAONE,2038720,45.9845,4.72077
VILLEFRANCHE VERNET LES BAINS,133167,42.591998,2.370396
VILLEFRANQUE,12,43.431399799999994,-1.4564514
VILLENEUVE LA COMTESSE,1833,46.0986599,-0.5130717
VILLENEUVE LA GUYARD,109228,48.342425,3.071655
VILLENEUVE SUR ALLIER,149,46.6592073,3.2469557
VILLENEUVE SUR YONNE,41845,48.085012899999995,3.2869251000000004
VILLEREVERSURE,4119,46.1944145,5.3977089000000005
VILLERS COTTERETS,353457,49.25026,3.0937
VILLERS SUR MER,5775,49.3159865,0.0099283
VINAY,135474,45.20797,5.41005
VIRE,71071,48.846329,-0.882884
VIRIEU LE GRAND BELLEY,54918,45.8482817,5.6536162
VIRVILLE MANNEVILLE,2082,49.5835958,0.35416090000000006
VITRE,756074,48.122671000000004,-1.211754
VIVIERS DU LAC,5679,45.648502,5.9033389000000005
VIVIEZ DECAZEVILLE,14083,44.5555678,2.2182582
VIVOIN BEAUMONT,49243,48.2302093,0.1447829
VIVONNE,33548,46.426635499999996,0.2653156
VOIRON,1197133,45.364036999999996,5.595054
VOLVIC,7619,45.864715000000004,3.0031455
VONNAS,94344,46.227285200000004,4.991667700000001
VOREY,29189,45.1829093,3.911422
VOUGEOT GILLY LES CITEAUX,28416,47.1755556,4.9715685
VOVES,34200,48.275009499999996,1.6222874
WALLERS,29475,50.384611,3.3937454
WATTEN EPERLECQUES,96927,50.825404299999995,2.2079598999999996
WAVRIN,89463,50.57443,2.93672
WIMILLE WIMEREUX,49319,50.7638456,1.6137455
YCHOUX,114265,44.329265899999996,-0.9460318000000001
YGOS,26203,43.978185100000005,-0.7361528
YVETOT,902928,49.622035,0.750115
